date,time,ip,method,path,protocol,status,referrer,user_agent,payload,anomaly_score,is_anomaly
08/Jan/2025,02:15:21,82.24.103.181,POST,"/transakcja,2f8c46ac241d16e31f9f2f560ba9fac0a5305b00",HTTP/1.1,200,"https://kingbank.pl/transakcja,2f8c46ac241d16e31f9f2f560ba9fac0a5305b00",Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:132.0) Gecko/20100101 Firefox/132.0,action=execute,0.90508497,False
08/Jan/2025,03:21:48,81.121.180.236,GET,/,HTTP/1.1,200,,"Mozilla/5.0 (Linux; Android 13; Pixel 7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Mobile Safari/537.36",,0.30698982,False
08/Jan/2025,03:22:28,81.121.180.236,GET,/logowanie,HTTP/1.1,200,https://kingbank.pl/,"Mozilla/5.0 (Linux; Android 13; Pixel 7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Mobile Safari/537.36",,0.7434289,False
08/Jan/2025,03:22:36,81.121.180.236,POST,/logowanie,HTTP/1.1,200,https://kingbank.pl/logowanie,"Mozilla/5.0 (Linux; Android 13; Pixel 7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Mobile Safari/537.36",login=Lugo3841&password=&action=login,0.3229521,False
08/Jan/2025,03:22:36,81.121.180.236,GET,/dashboard,HTTP/1.1,200,https://kingbank.pl/logowanie,"Mozilla/5.0 (Linux; Android 13; Pixel 7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Mobile Safari/537.36",,0.18685871,False
08/Jan/2025,03:23:00,81.121.180.236,GET,/transakcja,HTTP/1.1,200,https://kingbank.pl/dashboard,"Mozilla/5.0 (Linux; Android 13; Pixel 7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Mobile Safari/537.36",,0.65065813,False
08/Jan/2025,03:24:49,81.121.180.236,POST,/transakcja,HTTP/1.1,200,https://kingbank.pl/transakcja,"Mozilla/5.0 (Linux; Android 13; Pixel 7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Mobile Safari/537.36",recipientAccount=97+8817+1010+9595+5548+0858+2750&recipientName=FreshFood+Distribution&street=ul.+Mi%C5%82a&houseNumber=47&apartmentNumber=4&postalCode=78960&city=Ogrodowice&transferTitle=Przelew+na+cele+PR&action=send&savedRecipient=1,0.96190834,False
08/Jan/2025,03:24:49,81.121.180.236,GET,"/transakcja,a467e7ba2fa5c4fb0756fb3cf4759eeb675659cb",HTTP/1.1,200,https://kingbank.pl/transakcja,"Mozilla/5.0 (Linux; Android 13; Pixel 7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Mobile Safari/537.36",,0.6698958,False
08/Jan/2025,03:24:57,81.121.180.236,POST,"/transakcja,a467e7ba2fa5c4fb0756fb3cf4759eeb675659cb",HTTP/1.1,200,"https://kingbank.pl/transakcja,a467e7ba2fa5c4fb0756fb3cf4759eeb675659cb","Mozilla/5.0 (Linux; Android 13; Pixel 7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Mobile Safari/537.36",action=execute,0.9014653,False
08/Jan/2025,03:37:55,81.244.34.85,GET,/,HTTP/1.1,200,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",,0.5108449,False
08/Jan/2025,03:38:19,81.244.34.85,GET,/logowanie,HTTP/1.1,200,https://kingbank.pl/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",,0.8103657,False
08/Jan/2025,03:38:48,81.244.34.85,POST,/logowanie,HTTP/1.1,200,https://kingbank.pl/logowanie,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",login=wojkie9806&password=&action=login,0.42466488,False
08/Jan/2025,03:38:48,81.244.34.85,GET,/dashboard,HTTP/1.1,200,https://kingbank.pl/logowanie,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",,0.21978506,False
08/Jan/2025,03:39:22,81.244.34.85,GET,/transakcja,HTTP/1.1,200,https://kingbank.pl/dashboard,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",,0.34701538,False
08/Jan/2025,03:40:28,81.244.34.85,POST,/transakcja,HTTP/1.1,200,https://kingbank.pl/transakcja,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",recipientAccount=47+9154+0005+5757+8678+9568+3577&recipientName=Rafa%C5%82+Nowak&street=ul.+Kwiatowa&houseNumber=40&apartmentNumber=12&postalCode=16963&city=Le%C5%9Bnica&transferTitle=Na+zakupy+spo%C5%BCywcze&action=send,0.7510423,False
08/Jan/2025,03:40:28,81.244.34.85,GET,"/transakcja,abaf3e7c4675c4e50f9e2b6e7fb075cb3e595a6",HTTP/1.1,200,https://kingbank.pl/transakcja,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",,0.61143935,False
08/Jan/2025,03:40:38,81.244.34.85,POST,/transakcja,HTTP/1.1,200,https://kingbank.pl/transakcja,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",recipientAccount=47+9154+0005+5757+8678+9568+3577&recipientName=Rafa%C5%82+Nowak&street=ul.+Kwiatowa&houseNumber=40&apartmentNumber=12&postalCode=16963&city=Le%C5%9Bnica&transferTitle=Na+zakupy+spo%C5%BCywcze&action=send,1.4380275,False
08/Jan/2025,03:40:38,81.244.34.85,GET,"/transakcja,a5c46759fb2e7afcb6b3e0e75fa5f947659cb5e",HTTP/1.1,200,https://kingbank.pl/transakcja,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",,0.739606,False
08/Jan/2025,03:40:49,81.244.34.85,POST,/transakcja,HTTP/1.1,200,https://kingbank.pl/transakcja,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",recipientAccount=47+9154+0005+5757+8678+9568+3577&recipientName=Rafa%C5%82+Nowak&street=ul.+Kwiatowa&houseNumber=40&apartmentNumber=12&postalCode=16963&city=Le%C5%9Bnica&transferTitle=Na+zakupy+spo%C5%BCywcze&action=send&savedRecipient=1,1.9528153,False
08/Jan/2025,03:40:50,81.244.34.85,GET,"/transakcja,ababad589d313ffa13a90e4232b824a894b509bc",HTTP/1.1,200,https://kingbank.pl/transakcja,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",,0.8065957,False
08/Jan/2025,03:40:57,81.244.34.85,POST,"/transakcja,ababad589d313ffa13a90e4232b824a894b509bc",HTTP/1.1,200,"https://kingbank.pl/transakcja,ababad589d313ffa13a90e4232b824a894b509bc","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",action=execute,0.86064327,False
08/Jan/2025,05:00:19,82.120.247.227,GET,/,HTTP/1.1,200,,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.0.0 Safari/537.36",,0.77572274,False
08/Jan/2025,06:02:57,82.80.4.67,GET,/,HTTP/1.1,200,,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:130.0) Gecko/20100101 Firefox/130.0,,1.0790052,False
08/Jan/2025,06:03:32,82.80.4.67,GET,/logowanie,HTTP/1.1,200,https://kingbank.pl/,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:130.0) Gecko/20100101 Firefox/130.0,,0.5506717,False
08/Jan/2025,06:03:55,82.80.4.67,POST,/logowanie,HTTP/1.1,200,https://kingbank.pl/logowanie,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:130.0) Gecko/20100101 Firefox/130.0,login=joazys3031&password=&action=login,0.3805483,False
08/Jan/2025,06:03:55,82.80.4.67,GET,/dashboard,HTTP/1.1,200,https://kingbank.pl/logowanie,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:130.0) Gecko/20100101 Firefox/130.0,,0.22282596,False
08/Jan/2025,06:04:34,82.80.4.67,GET,/transakcja,HTTP/1.1,200,https://kingbank.pl/dashboard,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:130.0) Gecko/20100101 Firefox/130.0,,0.31327218,False
08/Jan/2025,06:05:17,82.9.81.71,GET,/,HTTP/1.1,200,,"Mozilla/5.0 (iPad; CPU OS 16_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.5 Mobile/15E148 Safari/604.1",,0.43779963,False
08/Jan/2025,06:05:27,185.67.167.227,GET,/,HTTP/1.1,200,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:129.0) Gecko/20100101 Firefox/129.0,,0.91969144,False
08/Jan/2025,06:05:47,185.67.167.227,GET,/logowanie,HTTP/1.1,200,https://kingbank.pl/,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:129.0) Gecko/20100101 Firefox/129.0,,0.848656,False
08/Jan/2025,06:05:59,185.67.167.227,POST,/logowanie,HTTP/1.1,200,https://kingbank.pl/logowanie,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:129.0) Gecko/20100101 Firefox/129.0,login=olapie7572&password=&action=login,0.5128042,False
08/Jan/2025,06:05:59,185.67.167.227,GET,/dashboard,HTTP/1.1,200,https://kingbank.pl/logowanie,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:129.0) Gecko/20100101 Firefox/129.0,,0.24306174,False
08/Jan/2025,06:06:11,82.80.4.67,POST,/transakcja,HTTP/1.1,200,https://kingbank.pl/transakcja,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:130.0) Gecko/20100101 Firefox/130.0,recipientAccount=75+8355+1048+2385+7890+1624+6845&recipientName=Karolina+Tymowski&street=ul.+Zaciszna&houseNumber=43&apartmentNumber=24&postalCode=11795&city=Weso%C5%82owo&transferTitle=Na+zakupy+spo%C5%BCywcze&action=send&savedRecipient=1,2.1543152,True
08/Jan/2025,06:06:11,82.80.4.67,GET,"/transakcja,93747dda0b53ab7355c08be0097d53496390e29f",HTTP/1.1,200,https://kingbank.pl/transakcja,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:130.0) Gecko/20100101 Firefox/130.0,,0.68048507,False
08/Jan/2025,06:06:16,185.67.167.227,GET,/transakcja,HTTP/1.1,200,https://kingbank.pl/dashboard,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:129.0) Gecko/20100101 Firefox/129.0,,0.8844364,False
08/Jan/2025,06:06:33,82.80.4.67,POST,"/transakcja,93747dda0b53ab7355c08be0097d53496390e29f",HTTP/1.1,200,"https://kingbank.pl/transakcja,93747dda0b53ab7355c08be0097d53496390e29f",Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:130.0) Gecko/20100101 Firefox/130.0,action=execute,0.8972305,False
08/Jan/2025,06:06:51,185.67.167.227,POST,/transakcja,HTTP/1.1,200,https://kingbank.pl/transakcja,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:129.0) Gecko/20100101 Firefox/129.0,recipientAccount=97+8817+1010+9595+5548+0858+2750&recipientName=FineDesign+Studio&street=ul.+Ogrodowa&houseNumber=85&apartmentNumber=32&postalCode=65023&city=Zielonka&transferTitle=Zakup+produkt%C3%B3w+promocyjnych&action=send&savedRecipient=1,2.2238472,True
08/Jan/2025,06:06:51,185.67.167.227,GET,"/transakcja,68022a3881c70b758dd7f29ac1c8301cc7eba93d",HTTP/1.1,200,https://kingbank.pl/transakcja,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:129.0) Gecko/20100101 Firefox/129.0,,0.73923606,False
08/Jan/2025,06:07:11,185.67.167.227,POST,"/transakcja,68022a3881c70b758dd7f29ac1c8301cc7eba93d",HTTP/1.1,200,"https://kingbank.pl/transakcja,68022a3881c70b758dd7f29ac1c8301cc7eba93d",Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:129.0) Gecko/20100101 Firefox/129.0,action=execute,0.83161926,False
08/Jan/2025,06:07:13,82.80.4.67,GET,/dashboard,HTTP/1.1,200,https://kingbank.pl/logowanie,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:130.0) Gecko/20100101 Firefox/130.0,,0.36864865,False
08/Jan/2025,06:07:52,82.80.4.67,POST,/wylogowanie,HTTP/1.1,302,https://kingbank.pl/dashboard,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:130.0) Gecko/20100101 Firefox/130.0,action=logout,1.0605879,False
08/Jan/2025,06:07:52,82.80.4.67,GET,/,HTTP/1.1,200,,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:130.0) Gecko/20100101 Firefox/130.0,,0.1934478,False
08/Jan/2025,06:12:18,185.135.43.187,GET,/,HTTP/1.1,200,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:129.0) Gecko/20100101 Firefox/129.0,,0.38725904,False
08/Jan/2025,06:12:58,185.135.43.187,GET,/logowanie,HTTP/1.1,200,https://kingbank.pl/,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:129.0) Gecko/20100101 Firefox/129.0,,0.41265917,False
08/Jan/2025,06:13:32,185.135.43.187,POST,/logowanie,HTTP/1.1,200,https://kingbank.pl/logowanie,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:129.0) Gecko/20100101 Firefox/129.0,login=olakaz5014&password=&action=login,0.36604434,False
08/Jan/2025,06:13:32,185.135.43.187,GET,/dashboard,HTTP/1.1,200,https://kingbank.pl/logowanie,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:129.0) Gecko/20100101 Firefox/129.0,,0.16134986,False
08/Jan/2025,06:15:55,185.135.43.187,POST,/wylogowanie,HTTP/1.1,302,https://kingbank.pl/dashboard,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:129.0) Gecko/20100101 Firefox/129.0,action=logout,2.3252106,True
08/Jan/2025,06:15:55,185.135.43.187,GET,/,HTTP/1.1,200,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:129.0) Gecko/20100101 Firefox/129.0,,0.23074773,False
08/Jan/2025,06:16:11,185.33.111.250,GET,/,HTTP/1.1,200,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",,0.4628951,False
08/Jan/2025,06:16:15,185.33.111.250,GET,/logowanie,HTTP/1.1,200,https://kingbank.pl/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",,0.28190073,False
08/Jan/2025,06:16:32,185.33.111.250,POST,/logowanie,HTTP/1.1,200,https://kingbank.pl/logowanie,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",login=annSl5284&password=&action=login,0.330583,False
08/Jan/2025,06:16:32,185.33.111.250,GET,/dashboard,HTTP/1.1,200,https://kingbank.pl/logowanie,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",,0.17824319,False
08/Jan/2025,06:16:48,185.33.111.250,GET,/transakcja,HTTP/1.1,200,https://kingbank.pl/dashboard,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",,0.38265258,False
08/Jan/2025,06:17:09,185.33.111.250,POST,/transakcja,HTTP/1.1,200,https://kingbank.pl/transakcja,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",recipientAccount=83+8384+1019+8242+9972+9301+3186&recipientName=GlobalTrans+Polska&street=ul.+Mi%C5%82a&houseNumber=88&apartmentNumber=35&postalCode=11203&city=Brzoz%C3%B3wka&transferTitle=Naprawa+sprz%C4%99tu+biurowego&action=send&savedRecipient=1,0.97267073,False
08/Jan/2025,06:17:09,185.33.111.250,GET,"/transakcja,45551177d0372b95813191dc40c15e10e26cf8e3",HTTP/1.1,200,https://kingbank.pl/transakcja,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",,0.59364504,False
08/Jan/2025,06:17:18,185.33.111.250,POST,"/transakcja,45551177d0372b95813191dc40c15e10e26cf8e3",HTTP/1.1,200,"https://kingbank.pl/transakcja,45551177d0372b95813191dc40c15e10e26cf8e3","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",action=execute,0.72330445,False
08/Jan/2025,06:24:38,81.60.219.164,GET,/,HTTP/1.1,200,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:132.0) Gecko/20100101 Firefox/132.0,,0.2551958,False
08/Jan/2025,06:24:40,81.102.165.208,GET,/,HTTP/1.1,200,,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",,0.8536359,False
08/Jan/2025,06:24:46,81.60.219.164,GET,/logowanie,HTTP/1.1,200,https://kingbank.pl/,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:132.0) Gecko/20100101 Firefox/132.0,,0.5012536,False
08/Jan/2025,06:24:52,185.105.55.196,GET,/,HTTP/1.1,200,,"Mozilla/5.0 (Linux; Android 13; Pixel 7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Mobile Safari/537.36",,0.6546423,False
08/Jan/2025,06:25:10,185.105.55.196,GET,/logowanie,HTTP/1.1,200,https://kingbank.pl/,"Mozilla/5.0 (Linux; Android 13; Pixel 7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Mobile Safari/537.36",,0.8140713,False
08/Jan/2025,06:25:15,81.102.165.208,GET,/logowanie,HTTP/1.1,200,https://kingbank.pl/,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",,0.6503544,False
08/Jan/2025,06:25:17,81.60.219.164,POST,/logowanie,HTTP/1.1,400,https://kingbank.pl/logowanie,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:132.0) Gecko/20100101 Firefox/132.0,login=marsko7564&password=&action=login,4.016879,True
08/Jan/2025,06:25:38,185.105.55.196,POST,/logowanie,HTTP/1.1,200,https://kingbank.pl/logowanie,"Mozilla/5.0 (Linux; Android 13; Pixel 7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Mobile Safari/537.36",login=adanow8319&password=&action=login,0.5511466,False
08/Jan/2025,06:25:38,185.105.55.196,GET,/dashboard,HTTP/1.1,200,https://kingbank.pl/logowanie,"Mozilla/5.0 (Linux; Android 13; Pixel 7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Mobile Safari/537.36",,0.252936,False
08/Jan/2025,06:25:42,81.102.165.208,POST,/logowanie,HTTP/1.1,200,https://kingbank.pl/logowanie,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",login=monmik3859&password=&action=login,0.67674273,False
08/Jan/2025,06:25:42,81.102.165.208,GET,/dashboard,HTTP/1.1,200,https://kingbank.pl/logowanie,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",,0.16643186,False
08/Jan/2025,06:25:46,81.60.219.164,POST,/logowanie,HTTP/1.1,400,https://kingbank.pl/logowanie,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:132.0) Gecko/20100101 Firefox/132.0,login=marsko7564&password=&action=login,4.1726403,True
08/Jan/2025,06:25:57,81.102.165.208,GET,/transakcja,HTTP/1.1,200,https://kingbank.pl/dashboard,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.0 Mobile/15E148 Safari/604.1",,0.4546349,False
